name,display_address,type,rating,review_count,price,latitude,longitude,bid
The Boys’ Deli,"2222 Polk St, Polk & Green Produce Market, San Francisco, CA 94109",Delis,4.17,363,$$,37.797238,-122.421956,6864
Sam Wo Restaurant,"713 Clay St, San Francisco, CA 94108",Chinese,4.48,1165,$,-9999.0,-9999.0,92825
Brioche Bakery & Cafe,"210 Columbus Ave, San Francisco, CA 94133",Breakfast & Brunch,3.88,593,$$,-9999.0,-9999.0,75523
Pacific Cafe,"7000 Geary Blvd, San Francisco, CA 94121",Seafood,3.83,785,$$,-9999.0,-9999.0,98176
Tartine Manufactory,"595 Alabama St, San Francisco, CA 94110",Bakeries,3.24,1364,$$,-9999.0,-9999.0,86358
Panchita's Restaurant,"3091 16th St, San Francisco, CA 94103",Salvadoran,3.83,813,$$,37.764903,-122.421609,19003
Chai Bar By David Rio,"1019 Market St, San Francisco, CA 94103",Tea Rooms,4.47,478,$,-9999.0,-9999.0,82009
La Traviata,"2854 Mission St, San Francisco, CA 94110",Italian,3.53,603,$$,37.751296,-122.418414,2359
Hodala,"5801 Geary Blvd, San Francisco, CA 94121",Taiwanese,3.81,626,$$,-9999.0,-9999.0,93913
Piperade,"1015 Battery St, San Francisco, CA 94111",Basque,4.15,904,$$$,37.800674,-122.401484,786
Rosamunde Sausage Grill,"2832 Mission St, San Francisco, CA 94110",German,3.82,992,$$,37.751587,-122.418444,61736
Heirloom Cafe,"2500 Folsom St, San Francisco, CA 94110",American (New),3.73,507,$$$,37.757117,-122.414545,62487
RT Rotisserie,"101 Oak St, San Francisco, CA 94102",Salad,3.79,533,$$,-9999.0,-9999.0,91191
Bullshead Restaurant,"840 Ulloa St, San Francisco, CA 94127",Steakhouses,4.23,873,$$,37.740785,-122.465507,1950
Nook,"1500 Hyde St, San Francisco, CA 94109",Coffee & Tea,3.97,733,$$,-9999.0,-9999.0,93536
SPRO,"601 Mission Bay Blvd N, San Francisco, CA 94158",Coffee & Tea,3.95,259,$,-9999.0,-9999.0,98309
4505 Burgers & BBQ - San Francisco,"705 Divisadero St, San Francisco, CA 94117",Barbeque,3.25,1809,$$,-9999.0,-9999.0,76962
Piqueo's,"830 Cortland Ave, San Francisco, CA 94110",Latin American,3.41,724,$$$,37.738893,-122.414078,34708
Teeth,"2323 Mission St, San Francisco, CA 94110",Bars,3.29,1050,$$,37.759824,-122.419136,66704
Rise & Grind Coffee and Tea,"785 8th Ave, San Francisco, CA 94118",Coffee & Tea,4.38,367,$$,-9999.0,-9999.0,99085
Cheese Boutique,"660 Chenery St, San Francisco, CA 94131",Cheese Shops,4.98,200,$,37.734548,-122.433341,69291
Ushi Taro Ramen,"1382 9th Ave, San Francisco, CA 94122",Ramen,4.52,365,$$,-9999.0,-9999.0,96451
The Velo Rouge Cafe,"798 Arguello Blvd, San Francisco, CA 94118",Breakfast & Brunch,3.53,748,$,-9999.0,-9999.0,99761
Milkbean,"881 Post St, San Francisco, CA 94109",Cafes,4.25,289,$,-9999.0,-9999.0,89643
Ragazza,"311 Divisadero St, San Francisco, CA 94117",Italian,3.97,708,$$,37.772473,-122.437324,64057
Fermentation Lab,"1230 Market St, San Francisco, CA 94102",Gastropubs,4.22,301,$$,-9999.0,-9999.0,89865
The Tipsy Pig,"2231 Chestnut St, San Francisco, CA 94123",Gastropubs,3.54,1621,$$,37.800286,-122.439982,58861
Pho Phu Quoc PPQ Beef Noodle House Restaurant,"1816 Irving St, San Francisco, CA 94122",Vietnamese,3.53,1454,$$,37.763603,-122.477497,38808
Maykadeh,"470 Green St, San Francisco, CA 94133",Persian/Iranian,3.5,982,$$,37.799758,-122.407113,483
Aicha Moroccan Cuisine,"1303 Polk St, San Francisco, CA 94109",Moroccan,3.78,556,$$,37.788964,-122.420384,59949
Akira Japanese Restaurant,"1634 Bush St, San Francisco, CA 94109",Japanese,3.62,459,$$,-9999.0,-9999.0,88688
Oasis Cafe,"901 Divisadero St, San Francisco, CA 94115",Ethiopian,4.51,314,$$,37.777965,-122.438424,59179
Oasis Cafe,"901 Divisadero St, San Francisco, CA 94115",Ethiopian,4.0,314,$$,-9999.0,-9999.0,79267
Darren's Cafe,"2731 Taylor St, San Francisco, CA 94133",Vietnamese,3.47,655,$$,37.807584,-122.41574,69849
Happy Lamb Hot Pot,"405 Mason St, San Francisco, CA 94102",Hot Pot,3.82,669,$$,-9999.0,-9999.0,76874
Gaspare's Pizza House & Italian Restaurant,"5546 Geary Blvd, San Francisco, CA 94121",Italian,4.35,988,$$,37.78047,-122.478832,1389
ENO Wine Bar,"320 Geary St, San Francisco, CA 94102",Wine Bars,4.59,445,$$,-9999.0,-9999.0,71962
Chic n' Time,"807 Valencia St, San Francisco, CA 94110",Noodles,4.55,157,$$,37.759933,-122.421356,2317
MaMa Ji's,"4416 18th St, San Francisco, CA 94114",Dim Sum,4.03,835,$$,-9999.0,-9999.0,69782
Credo,"360 Pine St, San Francisco, CA 94104",Italian,4.16,897,$$$,37.792036,-122.402002,61635
KoJa Kitchen,"343 Clement St, San Francisco, CA 94118",Japanese,3.83,675,$$,-9999.0,-9999.0,78934
Viva Goa,"2420 Lombard St, San Francisco, CA 94123",Indian,3.94,569,$$,37.799188,-122.441423,63256
Sheba Piano Lounge,"1419 Fillmore St, San Francisco, CA 94115",Ethiopian,3.96,630,$$,37.782764,-122.432634,18606
Chutney,"511 Jones St, San Francisco, CA 94102",Indian,3.07,1280,$$,37.786044,-122.413054,71065
Mochica,"1469 18th St, San Francisco, CA 94107",Peruvian,3.77,700,$$,-9999.0,-9999.0,79989
Asha Tea House,"17 Kearny St, San Francisco, CA 94108",Coffee & Tea,3.77,635,$,-9999.0,-9999.0,82892
Goat Hill Pizza,"300 Connecticut St, San Francisco, CA 94107",Pizza,3.3,1284,$$,37.762367,-122.397515,2156
Great Eastern Restaurant,"649 Jackson St, San Francisco, CA 94133",Dim Sum,3.81,2167,$$,37.796093,-122.405918,3529
Brickhouse Bar & Grill,"426 Brannan St, San Francisco, CA 94107",American (Traditional),3.44,1204,$$,-9999.0,-9999.0,98974
Red Chilli,"522 Jones St, San Francisco, CA 94102",Indian,3.65,534,$$,-9999.0,-9999.0,74210
Saucy Asian,"3801 17th St, San Francisco, CA 94114",Korean,3.69,397,$$,-9999.0,-9999.0,85917
Pampanguena Cuisine,"4441 Mission St, San Francisco, CA 94112",Filipino,4.46,383,$$,37.727111,-122.432926,62179
The Social Study,"1795 Geary Blvd, San Francisco, CA 94115",Wine Bars,3.49,483,$$,-9999.0,-9999.0,67862
Cake Coquette,"1501 Cortland Ave, San Francisco, CA 94110",Desserts,4.44,241,$$,37.739764,-122.409475,66202
Cake Coquette,"1501 Cortland Ave, San Francisco, CA 94110",Desserts,4.11,241,$$,-9999.0,-9999.0,89191
Cake Coquette,"1501 Cortland Ave, San Francisco, CA 94110",Desserts,4.35,241,$$,-9999.0,-9999.0,90818
Cake Coquette,"1501 Cortland Ave, San Francisco, CA 94110",Desserts,4.16,241,$$,-9999.0,-9999.0,91450
Cake Coquette,"1501 Cortland Ave, San Francisco, CA 94110",Desserts,4.33,241,$$,-9999.0,-9999.0,98184
One Market Restaurant,"1 Market St, San Francisco, CA 94105",American (New),3.21,1364,$$$,37.794347,-122.394932,3082
One Market Restaurant,"1 Market St, San Francisco, CA 94105",American (New),3.65,1364,$$$,37.794347,-122.394932,389
One Market Restaurant,"1 Market St, San Francisco, CA 94105",American (New),3.14,1364,$$$,37.794347,-122.394932,68249
One Market Restaurant,"1 Market St, San Francisco, CA 94105",American (New),3.46,1364,$$$,-9999.0,-9999.0,81647
One Market Restaurant,"1 Market St, San Francisco, CA 94105",American (New),3.6,1364,$$$,-9999.0,-9999.0,82653
One Market Restaurant,"1 Market St, San Francisco, CA 94105",American (New),3.77,1364,$$$,-9999.0,-9999.0,84715
One Market Restaurant,"1 Market St, San Francisco, CA 94105",American (New),3.24,1364,$$$,-9999.0,-9999.0,85047
One Market Restaurant,"1 Market St, San Francisco, CA 94105",American (New),3.3,1364,$$$,-9999.0,-9999.0,86344
One Market Restaurant,"1 Market St, San Francisco, CA 94105",American (New),3.38,1364,$$$,-9999.0,-9999.0,87628
Golden Coffee Shop,"901 Sutter St, San Francisco, CA 94109",Breakfast & Brunch,3.63,486,$,-9999.0,-9999.0,95539
Caffe Ambrosia,"14 Trinity Pl, San Francisco, CA 94104",Ice Cream & Frozen Yogurt,4.54,316,$,37.790109,-122.402597,428
i-Tea,"253 Kearny St, San Francisco, CA 94108",Bubble Tea,3.58,579,$,-9999.0,-9999.0,84040
Calabria Bros,"4763 Mission St, San Francisco, CA 94112",Caterers,4.81,190,$$,37.722162,-122.436695,68219
RAW Sugar Factory,"525 Valencia St, San Francisco, CA 94110",Breakfast & Brunch,4.16,710,$$,-9999.0,-9999.0,90568
Chalos,"2240 Taraval St, San Francisco, CA 94116",Coffee & Tea,4.02,357,$$,-9999.0,-9999.0,97065
Philz Coffee,"4298 24th St, San Francisco, CA 94114",Coffee & Tea,4.23,328,$$,37.751058,-122.438272,68079
The Spice Jar,"2500 Bryant St, San Francisco, CA 94110",Asian Fusion,3.67,428,$$,-9999.0,-9999.0,83472
Yemen Kitchen,"219 Jones St, San Francisco, CA 94102",Middle Eastern,4.41,246,$$,-9999.0,-9999.0,90487
Robin,"620 Gough St, San Francisco, CA 94102",Sushi Bars,3.56,458,$$$$,-9999.0,-9999.0,91502
Barcha,"28 Fremont St, San Francisco, CA 94105",Mediterranean,3.64,616,$$$,-9999.0,-9999.0,84124
Il Pollaio,"555 Columbus Ave, San Francisco, CA 94133",Italian,4.22,403,$$,37.800036,-122.409817,477
Bernie's,"3966 24th St, San Francisco, CA 94114",Coffee & Tea,3.77,366,$$,37.751533,-122.431118,35464
Pearl 6101,"6101 California St, San Francisco, CA 94121",Italian,4.54,365,$$,-9999.0,-9999.0,95114
Mr Szechuan,"890 Taraval St, San Francisco, CA 94116",Chinese,4.35,414,$$,-9999.0,-9999.0,86718
Outpost,"1052 Folsom St, San Francisco, CA 94103",Coffee & Tea,3.77,625,$$,37.777504,-122.406948,61390
El Farolito,"4817 Mission St, San Francisco, CA 94112",Mexican,3.51,719,$,37.721251,-122.437385,827
Begoni Bistro,"615 Jackson St, San Francisco, CA 94133",Dim Sum,3.61,873,$$,-9999.0,-9999.0,76876
Pat's Cafe,"2330 Taylor St, San Francisco, CA 94133",Breakfast & Brunch,4.01,793,$$,37.803947,-122.414927,1852
Lime Tree Southeast Asian Kitchen,"836 Clement St, San Francisco, CA 94118",Malaysian,4.42,389,$$,-9999.0,-9999.0,91250
Cocobang,"550 Taylor St, San Francisco, CA 94102",Korean,3.24,1048,$$,37.787657,-122.411627,21921
Kim Son Vietnamese Restaurant,"3614 Balboa St, San Francisco, CA 94121",Vietnamese,3.92,759,$$,37.775728,-122.497701,18102
El Burrito Express,"1812 Divisadero St, San Francisco, CA 94115",Mexican,4.1,800,$$,37.786407,-122.440057,628
John's Grill,"63 Ellis St, San Francisco, CA 94102",Steakhouses,3.26,1443,$$$,-9999.0,-9999.0,72171
The Jelly Donut,"3198 24th St, San Francisco, CA 94110",Donuts,4.36,288,$,37.752439,-122.41625,38929
Marcello's Pizza,"420 Castro St, San Francisco, CA 94114",Pizza,3.34,745,$,37.762057,-122.435145,902
Pho Tan Hoa,"431 Jones St, San Francisco, CA 94102",Vietnamese,3.82,647,$$,37.785446,-122.412972,33113
Pa'ina Lounge & Restaurant,"1865 Post St, San Francisco, CA 94115",Hawaiian,4.11,714,$$,-9999.0,-9999.0,84982
Alnico,"1050 Valencia St, San Francisco, CA 94110",Asian Fusion,4.45,302,$$,-9999.0,-9999.0,96600
Tortas Los Picudos,"2969 24th St, San Francisco, CA 94110",Mexican,3.96,329,$$,37.752653,-122.411359,62739
The Sandwich Place,"2029 Mission St, San Francisco, CA 94110",Sandwiches,4.5,294,$,37.764384,-122.419566,1075
Mission Bowling Club,"3176 17th St, San Francisco, CA 94110",Bowling,3.76,625,$$,37.763628,-122.416652,68394
707 Sutter,"707 Sutter St, San Francisco, CA 94109",Korean,4.15,800,$$,-9999.0,-9999.0,87285
Chubby Noodle,"570 Green St, San Francisco, CA 94133",Asian Fusion,3.74,846,$$,-9999.0,-9999.0,86423
Cafe International,"508 Haight St, San Francisco, CA 94117",Coffee & Tea,3.63,428,$,37.772097,-122.430814,2385
Bask,"42 Columbus Ave, San Francisco, CA 94111",Basque,4.19,726,$$,37.796095,-122.404063,68356
The Cheese School of San Francisco,"900 North Point St, Ste K201, San Francisco, CA 94109",Cafes,4.1,216,$$,37.805427,-122.422854,3054
Izzy's - San Francisco,"3345 Steiner St, San Francisco, CA 94123",Steakhouses,3.3,1210,$$$,37.800384,-122.437864,3885
WesBurger 'N' More,"2240 Mission St, San Francisco, CA 94110",Burgers,3.94,686,$$,-9999.0,-9999.0,85953
DragonEats,"555 Folsom St, San Francisco, CA 94105",Vietnamese,3.57,427,$,-9999.0,-9999.0,78965
Sababa,"329 Kearny St, San Francisco, CA 94108",Mediterranean,4.76,373,$$,-9999.0,-9999.0,86539
Szechuan Cuisine,"1920 Irving St, San Francisco, CA 94122",Szechuan,3.57,416,$$,-9999.0,-9999.0,81244
RM 212,"690 Sacramento St, San Francisco, CA 94111",Asian Fusion,4.5,411,$$,-9999.0,-9999.0,89497
Laguna Cafe,"1821 Haight St, San Francisco, CA 94117",Hookah Bars,4.54,426,$$,-9999.0,-9999.0,75448
Central Coffee Tea & Spice,"1696 Hayes St, San Francisco, CA 94117",Cafes,4.62,319,$,37.774198,-122.444214,1043
Atlas Cafe,"3049 20th St, San Francisco, CA 94110",Sandwiches,4.17,835,$$,37.759073,-122.411418,1792
Ploy II,"1770 Haight St, San Francisco, CA 94117",Thai,4.01,776,$$,37.769458,-122.451354,2397
Catch,"2362 Market St, San Francisco, CA 94114",Seafood,3.19,993,$$,37.763263,-122.43446,36014
Caffe Sport,"574 Green St, San Francisco, CA 94133",Italian,3.75,862,$$,-9999.0,-9999.0,88091
Taqueria Los Coyotes,"3036 16th St, San Francisco, CA 94103",Mexican,3.21,963,$$,37.765028,-122.420402,3614
Henry's House of Coffee - Cafe,"1618 Noriega St, San Francisco, CA 94122",Coffee & Tea,4.69,438,$,37.754058,-122.481201,6625
The Crepe House,"1755 Polk St, San Francisco, CA 94109",Creperies,4.18,738,$$,-9999.0,-9999.0,79756
Seakor Polish Delicatessen,"5957 Geary Blvd, San Francisco, CA 94121",Grocery,3.8,258,$,37.780054,-122.483181,5077
Parkside Tavern,"1940 Taraval St, San Francisco, CA 94116",Irish,3.69,566,$$,37.742579,-122.487112,60737
Fly Bar,"762 Divisadero St, San Francisco, CA 94117",American (Traditional),3.77,760,$$,-9999.0,-9999.0,87648
Ocean Ale House,"1314 Ocean Ave, San Francisco, CA 94112",Beer Gardens,4.5,316,$$,-9999.0,-9999.0,86816
Mister Jiu's,"28 Waverly Pl, San Francisco, CA 94108",Chinese,2.88,882,$$$$,-9999.0,-9999.0,84865
Noc Noc,"557 Haight St, San Francisco, CA 94117",Dive Bars,3.7,516,$,37.771964,-122.431336,3631
Aux Delices Vietnamese Restaurant,"2327 Polk St, San Francisco, CA 94109",Vietnamese,4.0,759,$$,37.798274,-122.422264,1146
Scullery,"687 Geary St, San Francisco, CA 94102",Coffee & Tea,4.25,283,$,-9999.0,-9999.0,97190
Onigilly - San Francisco,"343 Kearny St, San Francisco, CA 94108",Japanese,3.62,559,$$,37.791149,-122.404171,69368
Mau,"180 Spear St, San Francisco, CA 94105",Vietnamese,3.73,916,$$,-9999.0,-9999.0,71946
King of Noodles,"1639 Irving St, San Francisco, CA 94122",Chinese,3.98,802,$$,-9999.0,-9999.0,85307
Bake Cheese Tart,"845 Market St, San Francisco, CA 94103",Desserts,4.09,782,$$,-9999.0,-9999.0,28169
Bake Cheese Tart,"845 Market St, San Francisco, CA 94103",Desserts,4.0,782,$$,37.784848,-122.406892,67982
Bake Cheese Tart,"845 Market St, San Francisco, CA 94103",Desserts,4.14,782,$$,-9999.0,-9999.0,77528
Bake Cheese Tart,"845 Market St, San Francisco, CA 94103",Desserts,3.61,782,$$,-9999.0,-9999.0,79329
Iron Horse Cocktails,"25 Maiden Ln, San Francisco, CA 94108",Cocktail Bars,4.86,172,$$,-9999.0,-9999.0,92409
Cafe Reverie,"848 Cole St, San Francisco, CA 94117",Sandwiches,3.51,619,$$,37.766097,-122.449997,1261
La Mediterranee,"288 Noe St, San Francisco, CA 94114",Mediterranean,4.0,626,$$,37.764489,-122.433195,2274
Mr. Bread,"1018 Taraval St, San Francisco, CA 94116",Bakeries,4.18,305,$,-9999.0,-9999.0,94616
Capital One Café,"101 Post St, San Francisco, CA 94108",Banks & Credit Unions,4.21,361,$,-9999.0,-9999.0,79970
Eastern Bakery,"720 Grant Ave, San Francisco, CA 94108",Bakeries,3.78,746,$,37.793598,-122.406097,9679
Rose's Cafe,"2298 Union St, San Francisco, CA 94123",Italian,2.88,1024,$$,37.796927,-122.436974,2739
Native Burger,"3420 Geary Blvd, San Francisco, CA 94118",Burgers,3.85,289,$$,-9999.0,-9999.0,93401
Fifty / Fifty Coffee and Tea,"3157 Geary Blvd, San Francisco, CA 94118",Coffee & Tea,3.43,463,$,-9999.0,-9999.0,69679
Morty's Delicatessen,"280 Golden Gate Ave, San Francisco, CA 94102",Coffee & Tea,3.73,527,$,-9999.0,-9999.0,87015
Beloved Cafe,"3338 24th St, San Francisco, CA 94110",Coffee & Tea,3.91,318,$$,-9999.0,-9999.0,87782
Sushi Zen,"1041 Taraval St, San Francisco, CA 94116",Sushi Bars,3.54,729,$$,37.742933,-122.47745,20116
Tacko,"3115 Fillmore St, San Francisco, CA 94123",Mexican,3.86,925,$$,37.798273,-122.435774,65624
Chomp N' Swig,"5203 Geary Blvd, San Francisco, CA 94118",Sandwiches,3.56,405,$$,-9999.0,-9999.0,97219
Lung Fung Bakery,"1823 Clement St, San Francisco, CA 94121",Bakeries,4.27,340,$,-9999.0,-9999.0,83799
Gus's Community Market,"3701 Noriega St, Unit A, San Francisco, CA 94122",Fruits & Veggies,4.07,314,$$,37.753003,-122.503549,7728
Hazel's Kitchen,"1319 18th St, San Francisco, CA 94107",Sandwiches,3.55,420,$,37.762575,-122.395757,20291
Umi,"1328 18th St, San Francisco, CA 94107",Japanese,3.54,617,$$,37.762679,-122.395859,35812
1428 HAIGHT Patio Cafe & Crepery,"1428 Haight St, San Francisco, CA 94117",American (Traditional),3.68,440,$$,-9999.0,-9999.0,79117
Kibatsu,"400 Haight St, San Francisco, CA 94117",Sushi Bars,3.91,265,$$$,-9999.0,-9999.0,97372
Bacon Bacon Cafe - San Francisco,"205 A Frederick St, San Francisco, CA 94117",Breakfast & Brunch,3.43,480,$$,-9999.0,-9999.0,68242
Rong's,"3420 Balboa St, San Francisco, CA 94121",Cantonese,4.7,272,$$,-9999.0,-9999.0,90939
Warakubune Sushi,"307 Church St, San Francisco, CA 94114",Conveyor Belt Sushi,4.07,607,$$,37.765933,-122.428746,3846
Fumi Japanese Curry & Ramen,"3303 Mission St, San Francisco, CA 94110",Ramen,3.68,461,$$,-9999.0,-9999.0,81302
Sushi Goemon,"1524 Irving St, San Francisco, CA 94122",Japanese,4.26,294,$$,-9999.0,-9999.0,93473
Manora's Thai Cuisine,"1600 Folsom St, San Francisco, CA 94103",Thai,3.93,608,$$,37.770748,-122.415137,2437
Turtle Tower,"645 Larkin St, San Francisco, CA 94109",Vietnamese,3.05,818,$$,-9999.0,-9999.0,86829
Philz Coffee,"5 Embarcadero Ctr, San Francisco, CA 94111",Coffee & Tea,3.47,409,$,-9999.0,-9999.0,98657
Amitis Café,"800 Masonic Ave, San Francisco, CA 94117",Poke,4.44,207,$$,-9999.0,-9999.0,83687
The Dark Horse Inn,"942 Geneva Ave, San Francisco, CA 94112",Bars,4.44,335,$$,37.716105,-122.440422,67489
King's Thai Cuisine 1,"639 Clement St, San Francisco, CA 94118",Thai,3.13,973,$$,37.782833,-122.46615,1350
Curbside Cafe,"2417 California St, San Francisco, CA 94115",Breakfast & Brunch,4.14,822,$$,37.788822,-122.434116,62900
